api_wellNumber,productionYear,quarter,ownerName,county,township,wellName,wellNumber,oil,gas,brine,days
34081207570000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,GRYWALSKI W MTP JF     1H,1H,0,"4,28,659","1,475",90
34081207630000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,WAYNE,COLLINS WYN JF     4H,4H,0,"1,89,554","1,097",92
34081208220000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,VINCENT E MTP JF     3H,3H,0,"4,91,378","8,205",90
34081207680000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,CROSS CREEK,GORDON SE CRC JF     4H,4H,0,"2,86,792","4,864",92
34081208150000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,THOMPSON W SMF JF     3H,3H,0,"10,13,609","3,365",92
34081207810000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,RUTH E MTP JF     6H,6H,0,"3,03,861","1,282",74
34081207930000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,FALDOWSKI N SMF JF     1H,1H,0,"5,23,424","1,836",89
34081207970000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,JADE N SMF JF     3H,3H,0,"5,28,931","3,665",92
34081206950000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,CROSS CREEK,STONE NW CRC JF     1H,1H,0,"3,06,960","2,886",92
34081206940000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,CROSS CREEK,STONE SE CRC JF     6H,6H,0,"2,91,802","2,747",92
34081208080000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,CROSS CREEK,ROXY CRC JF     1H,1H,0,"4,00,505",857,92
34081205630000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,WAYNE,PUGGLE W WYN JF     2H,2H,0,"18,69,914","6,752",92
34081207650000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,CROSS CREEK,GORDON NW CRC JF     1H,1H,0,"6,23,602","3,203",92
34081207920000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,LORI SE SMF JF     8H,8H,0,"4,66,212","1,719",92
34081207800000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,RUTH E MTP JF     8H,8H,0,"2,36,428","4,627",52
34081207580000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,GRYWALSKI E MTP JF     3H,3H,0,"4,27,595","1,766",90
34081208190000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,RONALD S SMF JF     4H,4H,0,"5,00,636","3,179",60
34081207770000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,GENO E SMF JF     5H,5H,0,"8,09,596","1,758",92
34081208090000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,CROSS CREEK,ROXY N CRC JF     3H,3H,0,"4,53,890","4,285",92
34081208340000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,HOWELL 33 NW SMF JF     3H,3H,0,"9,54,303","2,813",92
34081207950000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,FALDOWSKI SE SMF JF     6H,6H,0,"3,75,302","1,802",54
34081208260000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,WAYNE,ARCHIE W WYN JF     4H,4H,0,"5,05,583","2,207",92
34081207980000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,JADE N SMF JF     1H,1H,0,"4,39,815","1,959",92
34081207910000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,LORI SE SMF JF     6H,6H,0,"4,29,119","1,839",92
34081207890000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,LORI SW SMF JF     2H,2H,0,"4,19,339","1,144",92
34081207780000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,DARROW E MTP JF     3H,3H,0,"5,15,267","4,405",86
34081207880000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,FALDOWSKI SW SMF JF     2H,2H,0,"5,10,255","1,933",89
34081207860000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,WAYNE,GRISWOLD S WYN JF     4H,4H,0,"4,98,974","3,155",92
34081207850000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,WAYNE,GRISWOLD WYN JF     6H,6H,0,"4,14,094","1,433",92
34081207830000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,RUTH W MTP JF     2H,2H,0,"3,82,872","2,713",81
34081208290000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,WAYNE,ARCHIE E WYN JF     8H,8H,0,"4,43,346","2,694",92
34081205030000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,WAYNE,NAC GAS UNIT B     3H-3,3H-3,0,"1,09,974",309,92
34081207600000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,MARQUARD W MTP JF     3H,3H,0,"3,42,648","2,751",88
34081207620000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,WAYNE,COLLINS WYN JF     2H,2H,0,"1,93,489",928,92
34081207640000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,WAYNE,COLLINS WYN JF     6H,6H,0,"2,42,982",532,92
34081207720000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,CLUB SE SMF JF     9H,9H,0,"4,45,946","3,835",86
34081207740000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,DARROW S MTP JF     4H,4H,0,"4,15,649","3,506",86
34081208360000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,HOWELL 33 NE SMF JF     7H,7H,0,"8,16,895","3,852",92
34081208590000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,BESECE W MTP JF     1H,1H,0,"23,02,720","15,401",82
34081208450000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,MT. PLEASANT,PACKER NE MTP JF     5H,5H,0,"16,10,941","6,049",90
34081208400000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,WELLS,CECELIA SW WEL JF     2H,2H,0,"11,57,675","3,835",92
34081208390000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,WELLS,CECELIA SE WEL JF     8H,8H,0,"14,03,823","5,445",92
34081208380000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,CROSS CREEK,HAMMACK CRC JF     4H,4H,0,"13,43,121","5,492",92
34081208020000,2020,4,ASCENT RESOURCES UTICA LLC,JEFFERSON,SMITHFIELD,OMAITS SMF JF     1H,1H,0,"3,90,659","2,349",92
34121244460100,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,MATADOR MR NBL 30     4H,4H,322,"43,661",822,90
34121245080000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,STOCK,WINSTON SMITH ST NBL 36     6H,6H,0,0,0,0
34121244420000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,CENTER,DEBASER CN NBL 34     6H,6H,73,"68,312",291,58
34121244410000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,CENTER,DEBASER CN NBL 34     4H,4H,263,"73,855",271,59
34121246420000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,BLOOM MRN NB     3H,3H,"7,470","3,03,896","18,542",77
34121244530000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,MATADOR MR NBL 30     2H,2H,531,"82,876","1,160",90
34121246400000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,BLOOM MRN NB     7H,7H,"7,582","3,93,914","20,178",92
34121244480000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,MATADOR MR NBL 30     6H,6H,283,"64,908",626,90
34121244160000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,SENECA,RUBY OPAL SN NBL 18     5H,5H,0,0,0,0
34121243990000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,ENOCH,NORTHSTAR EN NBL 33     3H,3H,448,"53,561",256,59
34121244030000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,ENOCH,LODESTAR W EN NBL 11     11H,11H,73,"17,294",32,13
34121244050000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,ENOCH,NORTHSTAR W EN NBL 33     1H,1H,216,"23,170",30,31
34121244430000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,CENTER,DEBASER CN NBL 34     8H,8H,155,"35,664",96,34
34121244140000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,SENECA,MOONSTONE SN NBL 19     5H,5H,216,"1,41,466",515,69
34121246430000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,BLOOM MRN NB     1H,1H,"11,041","3,98,440","20,670",92
34121244740000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,SENECA,BILLY SHERMAN N SNC NB 16     3H,3H,194,"37,441",204,65
34121245240000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,VAULT N MR NBL 39     3H,3H,6,0,0,0
34121245180000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,VAULT S MR NBL 39     2H,2H,247,"81,059",3,44
34121245170000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,VAULT S MR NBL 39     4H,4H,556,"1,25,362","1,872",60
34121243670100,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,SENECA,BILLY SHERMAN S SNC NB 16     1H,1H,170,"41,310",532,61
34121243960100,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,SENECA,MOONSTONE SN NBL 19     1H,1H,314,"1,29,337",302,69
34121243980100,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,ENOCH,NORTHSTAR E EN NBL 33     5H,5H,44,"44,666",692,56
34121245190000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,VAULT S MR NBL 39     6H,6H,0,0,0,0
34121244170000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,SENECA,RUBY OPAL SN NBL 18     7H,7H,0,22,0,1
34121246410000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,BLOOM MRN NB     5H,5H,"9,986","5,24,418","16,547",92
34121243940100,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,ENOCH,LODESTAR E EN NBL 11     5H,5H,264,"21,621",81,24
34121244190000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,SENECA,RUBY OPAL SN NBL 18     3H,3H,0,22,0,1
34121243420100,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,STOCK,ALABASTER ST NBL 1     1H,1H,0,"36,043",248,58
34121244180100,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,SENECA,RUBY OPAL SN NBL 18     9H,9H,52,"79,655","1,361",60
34121244440000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,CENTER,DEBASER CN NBL 34     2H,2H,286,"57,912",444,62
34121244150000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,SENECA,RUBY OPAL SN NBL 18     1H,1H,0,0,0,0
34121244130000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,SENECA,MOONSTONE SN NBL 19     3H,3H,0,113,0,4
34121243930000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,ENOCH,LODESTAR EN NBL 11     3H,3H,0,30,0,1
34121245230000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,VAULT N MR NBL 39     1H,1H,1,49,0,2
34121245090000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,STOCK,WINSTON SMITH ST NBL 36     4H,4H,0,0,3,0
34121245100000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,STOCK,WINSTON SMITH ST NBL 36     2H,2H,70,"84,694","1,469",48
34121245210000,2020,4,ASCENT RESOURCES UTICA LLC,NOBLE,MARION,VAULT N MR NBL 39     5H,5H,0,0,0,0
34111245050000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BREWSTER     SWITZ6DHSU,SWITZ6DHSU,0,"1,60,545","1,181",92
34111245650000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ILONA BABER ET AL     SWITZ16JHSU,SWITZ16JHSU,0,"1,64,520","1,866",91
34111247620000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BAUMBERGER LARRY E & BOBBY     SWITZ18FHSU,SWITZ18FHSU,0,"3,01,135","3,664",92
34111249040000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,CONSOL MINING COMPANY LLC     SWITZ27GHSU,SWITZ27GHSU,0,"20,37,848","34,697",92
34111248820000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BAUMBERGER LARRY E & BOBBY     SWITZ18JHSU,SWITZ18JHSU,0,"4,96,674","8,601",92
34111248810000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BAUMBERGER LARRY E & BOBBY     SWITZ18KHSU,SWITZ18KHSU,0,"5,77,345","9,000",92
34111244500100,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BREWSTER     SWITZ6AHSM,SWITZ6AHSM,856,"27,590",670,92
34111248350000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,RICHARD E LEHMAN     SWITZ9FHSU,SWITZ9FHSU,0,"8,13,581","8,541",92
34111248360000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,RICHARD E LEHMAN     SWITZ9HHSU,SWITZ9HHSU,0,"5,51,487","5,164",92
34111249010000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,CONSOL MINING COMPANY LLC     SWITZ27HHSU,SWITZ27HHSU,0,"21,46,718","33,185",92
34111245660000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ILONA BABER ET AL     SWITZ16DHSU,SWITZ16DHSU,0,"1,90,183","1,147",91
34111246860000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCIS & APRIL KINZY     SWITZ11JHSU,SWITZ11JHSU,0,"3,09,888","5,926",92
34111245870000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,SWITZER WOODS     SWITZ5DHSU,SWITZ5DHSU,0,"1,64,798","4,750",91
34111246720000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCES I KINZEY ET UX     SWITZ28FHSU,SWITZ28FHSU,0,0,0,0
34111245040000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BREWSTER     SWITZ6HHSU,SWITZ6HHSU,0,"95,374",981,92
34111249020000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,CONSOL MINING COMPANY LLC     SWITZ27JHSU,SWITZ27JHSU,0,"22,62,035","27,783",92
34111249030000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,CONSOL MINING COMPANY LLC     SWITZ27KHSU,SWITZ27KHSU,0,"21,30,443","34,740",92
34111248060000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,QUARTO MINING COMPANY     SWITZ27CHSU,SWITZ27CHSU,0,"2,48,955","3,467",92
34111248040000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,QUARTO MIINING COMPANY     SWITZ27BHSU,SWITZ27BHSU,0,"2,33,381","3,725",92
34111249050000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,CONSOL MINING COMPANY LLC     SWITZ27FHSU,SWITZ27FHSU,0,"12,15,737","47,154",92
34111246850000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCIS & APRIL KINZY     SWITZ11NHSU,SWITZ11NHSU,0,"1,68,950","4,563",91
34111246750000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCES I KINZEY ET UX     SWITZ28DHSU,SWITZ28DHSU,0,"1,73,389","5,550",91
34111247630000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BAUMBERGER LARRY E & BOBBY     SWITZ18BHSU,SWITZ18BHSU,0,"3,53,416","7,055",92
34111248050000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,QUARTO MININING COMPANY     SWITZ27DHSU,SWITZ27DHSU,0,"3,57,421","4,101",92
34111248070000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,QUARTO MINING COMPANY     SWITZ27AHSU,SWITZ27AHSU,0,"2,45,455","3,413",92
34111244510100,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BREWSTER     SWITZ6HSU,SWITZ6HSU,0,"33,002",566,92
34111247640000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BAUMBERGER LARRY E & BOBBY     SWITZ18DHSU,SWITZ18DHSU,0,"3,17,844","5,247",92
34111246870000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCIS & APRIL KINZY     SWITZ11LHSU,SWITZ11LHSU,0,"2,82,701","7,671",91
34111247470000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ROBERTS VICTOR L & LINDA G     SWIT27FHSU,SWIT27FHSU,0,"3,08,214","4,812",92
34111247460000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ROBERTS VICTOR L & LINDA G     SWIT27BHSU,SWIT27BHSU,0,"1,60,094","2,948",92
34111247450000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ROBERTS VICTOR L & LINDA G     SWIT27DHSU,SWIT27DHSU,0,"3,57,431","5,620",92
34111247190000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,DETWEILER JOHN W ETAL     SWITZ26CHSU,SWITZ26CHSU,0,"2,59,223","6,670",91
34111247180000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,DETWEILER JOHN W ETAL     SWITZ26DHSU,SWITZ26DHSU,0,"2,77,526","7,247",91
34111247200000,2020,4,CNX GAS COMPANY LLC,MONROE,SUNSBURY,FOLLOWAY BRIAN SCOTT     SWITZ26BHSU,SWITZ26BHSU,0,"2,63,196","8,501",91
34111245030000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BREWSTER     SWITZ6FHSU,SWITZ6FHSU,0,"1,11,869","1,240",92
34111246730000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCES I KINZEY ET UX     SWITZ28HHSU,SWITZ28HHSU,0,"2,79,048","6,422",91
34111247210000,2020,4,CNX GAS COMPANY LLC,MONROE,SUNSBURY,FOLLOWAY BRIAN SCOTT     SWITZ26AHSU,SWITZ26AHSU,0,"3,02,542","4,996",91
34111246840000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCIS & APRIL KINZY     SWITZ11PHSU,SWITZ11PHSU,0,"1,53,129","3,726",91
34111246040000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,SWITZER WOODS     SWITZ5JHSU,SWITZ5JHSU,0,"1,25,337","3,123",91
34111246030000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,SWITZER WOODS     SWITZ5HHSU,SWITZ5HHSU,0,"1,03,961","2,727",91
34111245860000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,SWITZER WOODS     SWITZ5BHSU,SWITZ5BHSU,0,"2,13,099","5,168",91
34111245670000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ILONA BABER ET AL     SWITZ16FHSU,SWITZ16FHSU,0,"1,44,736","1,785",91
34111245680000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ILONA BABER ET AL     SWITZ16BHSU,SWITZ16BHSU,0,"1,78,460","1,020",91
34111245690000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ILONA BABER ET AL     SWITZ16HHSU,SWITZ16HHSU,0,"1,17,977","1,414",91
34111246740000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCES I KINZEY ET UX     SWITZ28BHSU,SWITZ28BHSU,0,"1,77,150","4,604",91
34111248340000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,RICHARD E LEHMAN     SWITZ9DHSU,SWITZ9DHSU,0,"4,94,472","7,028",92
34111248330000,2020,4,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,RICHARD E LEHMAN     SWITZ9BHSU,SWITZ9BHSU,0,"5,29,936","8,702",92
34013205830000,2020,4,DIVERSIFIED PRODUCTION LLC,BELMONT,WASHINGTON,BOAN/MARCUM     2-1,2-1,0,0,0,0
34031271900100,2020,4,DIVERSIFIED PRODUCTION LLC,COSHOCTON,MILL CREEK,COSH MILL CREEK     A-1H,A-1H,0,"6,126",58,92
34111247540000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     8-PPH,8-PPH,0,"1,64,793","3,374",92
34111246950000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,NICK NACK     2-PPH,2-PPH,0,"1,93,861","1,949",92
34111248010000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     2A-PPH,2A-PPH,0,"3,87,113","9,919",92
34111247410000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,VALENKA 2     4-PPH,4-PPH,0,"9,45,543","9,729",92
34111247570000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     6-PPH,6-PPH,0,"1,76,115","2,771",92
34111246550000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,NICK NACK     4-PPH,4-PPH,0,"1,66,894","1,750",92
34111248430000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,MOONRAKER     3-PPH,3-PPH,0,"2,81,833","4,547",92
34111248420000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,MOONRAKER     1-PPH,1-PPH,0,"3,20,965","4,263",92
34111247400000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,VALENKA 2     6-PPH,6-PPH,0,"13,63,711","14,647",92
34111246450000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ODD JOB     10-PPH,10-PPH,0,"1,00,460","1,078",92
34111247420000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,VALENKA 2     2-PPH,2-PPH,0,"9,44,443","6,323",92
34111247560000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     4-PPH,4-PPH,0,"2,10,184","2,969",92
34111246180000,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ODD JOB     4-PPH,4-PPH,0,"58,268",797,92
34111244710100,2020,4,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,MOONRAKER     2-PPH,2-PPH,0,"1,04,819","1,432",92
34167297320100,2020,4,DIVERSIFIED PRODUCTION LLC,WASHINGTON,SALEM,MERLIN     10PPH,10PPH,180,"23,200","1,516",92
34019222220000,2020,4,EAP OHIO LLC,CARROLL,LOUDON,KOHLER 1-13-5     10H,10H,14,"31,965",388,92
34019225960000,2020,4,EAP OHIO LLC,CARROLL,AUGUSTA,PIDGEON A 22-15-5     6H,6H,617,"42,256",234,92
34019225640000,2020,4,EAP OHIO LLC,CARROLL,UNION,HOLMES 26-13-5     3H,3H,376,"32,799",39,92
34019225220000,2020,4,EAP OHIO LLC,CARROLL,LEE,PETERSON 36-12-4     3H,3H,9,"37,954",12,92
34019225990000,2020,4,EAP OHIO LLC,CARROLL,LEE,KENNEDY 14-13-5     6H,6H,374,"86,251",305,92
34019226020000,2020,4,EAP OHIO LLC,CARROLL,LEE,KENNEDY 14-13-5     3H,3H,475,"62,173","1,150",92
34019225270000,2020,4,EAP OHIO LLC,CARROLL,LEE,PETERSON 36-12-4     201H,201H,0,"62,761",518,92
34019222230000,2020,4,EAP OHIO LLC,CARROLL,LOUDON,LUCAS 35-11-4     3H,3H,0,"42,536",790,92
34019226050000,2020,4,EAP OHIO LLC,CARROLL,LEE,KENNEDY 14-13-5     10H,10H,305,"66,207","1,020",92
34019226330000,2020,4,EAP OHIO LLC,CARROLL,WASHINGTON,DONNA OTT 8-14-5     10H,10H,140,"75,675",478,92
34019221390100,2020,4,EAP OHIO LLC,CARROLL,LEE,P BROWN 9-13-5     1H,1H,293,"29,139",399,92
34019226060000,2020,4,EAP OHIO LLC,CARROLL,PERRY,LEGGETT 5-13-6     5H,5H,"2,443","44,196",878,92
34019221480000,2020,4,EAP OHIO LLC,CARROLL,LOUDON,TUCKOSH 35-11-4     10H,10H,0,"37,532",359,92
34019221520100,2020,4,EAP OHIO LLC,CARROLL,PERRY,EDIE 17-13-6     6H,6H,"3,162","8,901","1,127",92
34019225340000,2020,4,EAP OHIO LLC,CARROLL,UNION,STANTON 29-13-5     6H,6H,650,"40,699",224,92
34019226680000,2020,4,EAP OHIO LLC,CARROLL,CENTER,GRIFFETH 7-15-6     8H,8H,"2,741","43,315",353,92
34019221600000,2020,4,EAP OHIO LLC,CARROLL,LOUDON,COLESCOTT 11-12-5     10H,10H,33,"37,074",223,92
34019227040000,2020,4,EAP OHIO LLC,CARROLL,ORANGE,ELLIE 19-14-6     9H,9H,"2,901","60,209","1,984",92
34019221620000,2020,4,EAP OHIO LLC,CARROLL,LOUDON,LUCAS 35-11-4     6H,6H,0,"48,259",318,90
34019221340000,2020,4,EAP OHIO LLC,CARROLL,LOUDON,TUCKOSH 35-11-4     3H,3H,0,"67,486",305,92
34019225850000,2020,4,EAP OHIO LLC,CARROLL,AUGUSTA,LOZIER 14-15-5     205H,205H,636,"37,675",217,92
34019222390000,2020,4,EAP OHIO LLC,CARROLL,LOUDON,COLESCOTT 11-12-5     6H,6H,64,"60,325",185,92
34019225070000,2020,4,EAP OHIO LLC,CARROLL,PERRY,POINSETTIA 36-12-5     8H,8H,"1,012","33,762",381,92
34019226100000,2020,4,EAP OHIO LLC,CARROLL,LOUDON,WOODLAND 26-12-4     8H,8H,0,"46,840",424,92
34019226220000,2020,4,EAP OHIO LLC,CARROLL,FOX,CTF 32-13-4     6H,6H,12,"87,070",331,92
34019225570000,2020,4,EAP OHIO LLC,CARROLL,LOUDON,TUCKOSH 35-11-4     8H,8H,0,"55,624",686,92
34019225760000,2020,4,EAP OHIO LLC,CARROLL,UNION,GARNER 29-13-5     3H,3H,"1,642","48,284",983,92
34019222320000,2020,4,EAP OHIO LLC,CARROLL,PERRY,FLIGIEL 29-12-5     5H,5H,435,"24,347",294,92
34019223060000,2020,4,EAP OHIO LLC,CARROLL,PERRY,RAY HAYLEY 5-13-6     1H,1H,"1,223","15,401",277,92
34019225100000,2020,4,EAP OHIO LLC,CARROLL,PERRY,R MILLER 25-13-5     9H,9H,454,"20,383",68,92
34019226250000,2020,4,EAP OHIO LLC,CARROLL,FOX,CTF 32-13-4     5H,5H,5,"72,466",456,90
34019221740000,2020,4,EAP OHIO LLC,CARROLL,EAST,CONIGLIO 7-14-4     1H,1H,532,"26,624",141,92
34019225600000,2020,4,EAP OHIO LLC,CARROLL,LEE,FROG RUN 5-13-5     1H,1H,264,"59,790",270,92
34019225620000,2020,4,EAP OHIO LLC,CARROLL,EAST,G SALTSMAN 28-14-4     6H,6H,0,"79,223",534,92
